,Name,Latitude,Longitude,Rating,Address,City
1707,Dirty Dogs Carlsbad,33.127856,-117.26821,4.6,"#105, 2521 Palomar Airport Rd, Carlsbad",Carlsbad
1708,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine",Irvine
1709,PETIAN,33.87063,-117.939096,4.8,"749 W Commonwealth Ave, Fullerton",Fullerton
1710,Pet Shop & Grooming,33.8640678,-117.5424961,0.0,Corona,Corona
1711,Horizon Pet Supply,33.5967193,-117.2470338,4.4,"36068 Hidden Springs Rd, Wildomar",Wildomar
1712,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach",Newport Beach
1713,Kriser's Natural Pet,33.554533,-117.713247,4.3,"23894 Aliso Creek Rd, Laguna Niguel",Laguna Niguel
1714,Puppy House & Grooming,33.9153285,-118.0303271,4.0,"12801 Valley View Ave, La Mirada",La Mirada
1715,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach",Long Beach
1716,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach",Laguna Beach
1717,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach",Huntington Beach
1718,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach",Long Beach
1719,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1720,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa",Costa Mesa
1721,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach",Huntington Beach
1722,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach",Newport Beach
1723,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill",Signal Hill
1724,Pet Pantry,33.8082084,-118.168066,4.7,"2801 Cherry Ave, Signal Hill",Signal Hill
1725,Feed Barn,33.4665131,-117.6769224,4.8,"34192 Doheny Park Rd, Capistrano Beach",Capistrano Beach
1726,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach",Huntington Beach
1727,Pet Supply,33.65131,-117.9549833,4.8,"21425 Brookhurst St, Huntington Beach",Huntington Beach
1728,Veterinaria La Mascota,13.69743,-89.232238,4.5,"Calle La Mascota, San Salvador",San Salvador
1729,Petland,13.6698898,-89.25594989999999,3.7,Bulevar Santa Elena,Bulevar Santa Elena
1730,Pet Boutique Tienda de Mascotas El Salvador,13.702341,-89.23337000000001,4.2,"Edificio Fuentes Beethoven, Centro Comercial Fuentes Beethoven Local 6, 75 Avenida Norte Colonia Escalon, San Salvador",San Salvador
1731,Petland,13.6698898,-89.25594989999999,3.7,Bulevar Santa Elena,Bulevar Santa Elena
1732,Pet Shop,13.7020302,-89.2336553,3.7,"Paseo Gral. Escalón, San Salvador",San Salvador
1733,ACUAMUNDO,13.9810607,-89.5644307,5.0,"10ª Avenida Sur entre 29 y 31 calle Poniente # 80, Santa Ana, 10a Avenida Sur 80, Santa Ana",Santa Ana
1734,Happy Pets,13.979857,-89.56039,4.8,Santa Ana,Santa Ana
1735,Acua Fauna,13.6797841,-89.2481621,4.0,Antiguo Cuscatlán,Antiguo Cuscatlán
1736,The Dog Club,13.6860669,-89.2218793,0.0,"Av La Floresta, San Salvador",San Salvador
1737,Animales Exóticos Paul,13.7160788,-89.2172533,2.6,San Salvador,San Salvador
1738,Acuario Paradise Tropical Fish,13.6785634,-89.2759727,4.9,Cd Merliot,Cd Merliot
1739,Eukanuba Comida Para Perro El Salvador,13.678646,-89.29068,5.0,"7 Septima Calle Poniente #3-9 entre 4ª y 6ª avenida Norte, Santa Tecla",Santa Tecla
1740,Veterinaria La Mascota,13.69743,-89.232238,4.5,"Calle La Mascota, San Salvador",San Salvador
1741,Acuario Zaragoza Urquilla,13.5892613,-89.2898831,1.0,"Final 4° AV. Norte,Zaragoza",Zaragoza
1742,Happy Fish,13.6783569,-89.2598826,4.8,Santa Tecla,Santa Tecla
1743,Pet Boutique Tienda de Mascotas El Salvador,13.702341,-89.23337000000001,4.2,"Edificio Fuentes Beethoven, Centro Comercial Fuentes Beethoven Local 6, 75 Avenida Norte Colonia Escalon, San Salvador",San Salvador
1744,Petland,13.6698898,-89.25594989999999,3.7,Bulevar Santa Elena,Bulevar Santa Elena
1745,Veterinaria La Mascota,13.69743,-89.232238,4.5,"Calle La Mascota, San Salvador",San Salvador
1746,Pet Boutique Tienda de Mascotas El Salvador,13.702341,-89.23337000000001,4.2,"Edificio Fuentes Beethoven, Centro Comercial Fuentes Beethoven Local 6, 75 Avenida Norte Colonia Escalon, San Salvador",San Salvador
1747,Eukanuba Comida Para Perro El Salvador,13.678646,-89.29068,5.0,"7 Septima Calle Poniente #3-9 entre 4ª y 6ª avenida Norte, Santa Tecla",Santa Tecla
1748,Petland,13.6698898,-89.25594989999999,3.7,Bulevar Santa Elena,Bulevar Santa Elena
1749,Veterinaria La Mascota,13.69743,-89.232238,4.5,"Calle La Mascota, San Salvador",San Salvador
1750,Pet Boutique Tienda de Mascotas El Salvador,13.702341,-89.23337000000001,4.2,"Edificio Fuentes Beethoven, Centro Comercial Fuentes Beethoven Local 6, 75 Avenida Norte Colonia Escalon, San Salvador",San Salvador
1751,Petland,13.6698898,-89.25594989999999,3.7,Bulevar Santa Elena,Bulevar Santa Elena
1752,Petland,13.6698898,-89.25594989999999,3.7,Bulevar Santa Elena,Bulevar Santa Elena
1753,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne",La Verne
1754,Petco,34.16462980000001,-118.5227222,4.3,"17919 Ventura Blvd, Encino",Encino
1755,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo",Mission Viejo
1756,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1757,C&C Pet Mart,34.1896688,-118.6063759,4.0,"6553 Topanga Canyon Blvd, Woodland Hills",Woodland Hills
1758,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange",Orange
1759,Ask Ariel Your Pet Nutritionist,33.6590775,-117.6991694,4.9,"1 S Pointe Dr, Lake Forest",Lake Forest
1760,Green Dog Dental & Wellness,34.1489587,-118.4357809,4.7,"13907 Ventura Blvd #101, Sherman Oaks",Sherman Oaks
1761,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana",Santa Ana
1762,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel",Laguna Niguel
1763,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach",Huntington Beach
1764,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove",Garden Grove
1765,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach",Long Beach
1766,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach",Huntington Beach
1767,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills",Chino Hills
1768,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano",San Juan Capistrano
1769,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1770,Animal Lovers Pet Shop,33.8058724,-118.3582023,4.5,"24028 Vista Montana, Torrance",Torrance
1771,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach",Long Beach
1772,Dog Lovers,33.9907419,-118.3305499,3.8,"5700 Crenshaw Blvd, Los Angeles",Los Angeles
1773,The Urban Pet,34.0763114,-118.3538996,4.7,"7515 Beverly Blvd, Los Angeles",Los Angeles
1774,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach",Huntington Beach
1775,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange",Orange
1776,Pinnacle Pet Services,34.1170015,-118.1506226,0.0,"721 Fair Oaks Ave, South Pasadena",South Pasadena
1777,Catherine's Pet Services,33.6370118,-117.8594386,0.0,"9413 Residencia, Newport Beach",Newport Beach
1778,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana",Santa Ana
1779,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange",Orange
1780,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel",Laguna Niguel
1781,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne",La Verne
1782,Vetco,34.0525678,-118.384269,3.0,"1475 S Robertson Blvd, Los Angeles",Los Angeles
1783,"Pets R Us, Pet Grooming & Supplies",34.1604446,-118.2743521,3.5,"838 W Glenoaks Blvd, Glendale",Glendale
1784,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne",La Verne
1785,S F Pet Shop & Grooming,34.079626,-118.092806,0.0,"600 E Valley Blvd, San Gabriel",San Gabriel
1786,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach",Laguna Beach
1787,Katie's PET DEPOT,34.0415508,-118.4708828,4.3,"12423 Wilshire Blvd, Los Angeles",Los Angeles
1788,Peek-A-Dog Pet Grooming Adoptions,33.9591913,-118.2113411,4.4,"8452 State St, South Gate",South Gate
1789,Armando's Pets & Grooming,34.1400274,-117.9582202,4.5,"2155 E Huntington Dr, Duarte",Duarte
1790,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights",Rowland Heights
1791,Mike's Pet Store and pet grooming,33.974553,-118.2532615,3.7,"1224 Florence St, Los Angeles",Los Angeles
1792,Paws N Claws Grooming Salon,34.0479841,-118.5443769,4.8,"16634 Marquez Ave, Pacific Palisades",Pacific Palisades
1793,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine",Irvine
1794,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey",Downey
1795,Bark Williams,34.0201137,-118.4546141,4.7,"2901 Ocean Park Blvd #118, Santa Monica",Santa Monica
1796,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach",Laguna Beach
1797,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach",Long Beach
1798,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach",Huntington Beach
1799,MY MASTER'S BEST FRIEND-Pet Food&Supply Delivery-Downey Long Beach Santa Monica Los Angeles Near Me,33.952306,-118.344688,4.5,"4118, 903 S Prairie Ave ste 903, Inglewood",Inglewood
1800,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach",Long Beach
1801,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1802,Just Food For Dogs,33.8902107,-118.3963081,4.7,"1605 N Sepulveda Blvd, Manhattan Beach",Manhattan Beach
1803,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach",Huntington Beach
1804,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa",Costa Mesa
1805,Kriser's Natural Pet,33.866307,-118.3938349,4.6,"1559 Pacific Coast Hwy, Hermosa Beach",Hermosa Beach
1806,Pet Mart,33.8635117,-118.3888634,4.4,"1054 Aviation Blvd, Hermosa Beach",Hermosa Beach
1807,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach",Newport Beach
1808,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill",Signal Hill
1809,Pet Supply,33.65131,-117.9549833,4.8,"21425 Brookhurst St, Huntington Beach",Huntington Beach
1810,Westmount Animal Clinic,51.0524147,-114.0953604,4.6,"1609 Kensington Rd NW, Calgary",Calgary
1811,Woodlands Veterinary Hospital and Animal Dental Centre,50.940371,-114.120281,4.2,"202-, 2525 Woodview Dr SW, Calgary",Calgary
1812,Pet Valu,50.9529516,-114.1170502,4.5,"11440 Braeside Dr SW, Calgary",Calgary
1813,Optimal Pet Foods - Natural Dog & Cat Food Supplies Store,51.03574,-114.1661451,3.6,"1919 Sirocco Dr SW, Calgary",Calgary
1814,Petland,50.9003097,-114.065317,4.0,"303 Shawville Blvd SE #580, Calgary",Calgary
1815,Bone & Biscuit - Pet Store + Dog Wash,50.705989,-113.971792,4.9,"201 Southridge Dr #331, Okotoks",Okotoks
1816,Pet Valu,50.9747533,-114.0734825,4.4,"8835 Macleod Trail SW, Calgary",Calgary
1817,Petland,50.93036379999999,-113.9627312,4.0,"4915 130 Ave SE #300, Calgary",Calgary
1818,Pet Valu,50.9065436,-114.0644151,4.5,"70 Shawville Blvd SE, Calgary",Calgary
1819,Pet Valu,50.9297102,-114.0298998,4.5,"1221 Canyon Meadows Dr SE, Calgary",Calgary
1820,Pet Planet Glenmore Landing,50.9742796,-114.0977952,4.0,"1600 90 Ave SW Unit A130, Calgary",Calgary
1821,Pet Planet,50.7065723,-113.9757277,4.1,"200 Southridge Dr Unit 429, Okotoks",Okotoks
1822,Pet Planet Millrise,50.9139851,-114.071459,4.5,"3133 150 Millrise Blvd SW, Calgary",Calgary
1823,Bon A-Pet-Treat! Pet Store & Bakery,51.0750971,-114.1674585,4.6,"5111 Bowness Rd NW #3, Calgary",Calgary
1824,Dexter's your local Pet Shop,50.98906880000001,-114.0009572,4.8,"7019 Ogden Rd SE, Calgary",Calgary
1825,Pet Valu,51.1857944,-114.4673998,4.4,"80 Bow St, Cochrane",Cochrane
1826,Pet Planet,51.1255325,-114.0694533,4.6,"100 Beddington Blvd NE #110, Calgary",Calgary
1827,Pet Valu,51.0654324,-114.0996443,4.5,"1632 14 Ave NW, Calgary",Calgary
1828,Chow Bella Pet Health Store & Grooming Salon,50.73145359999999,-113.9513754,4.2,"Suite 100 - 235 Milligan Drive, Okotoks",Okotoks
1829,Global Pet Foods Edgemont,51.1376443,-114.1596671,4.8,"106 - 5149 Country Hills Boulevard Northwest, Calgary",Calgary
1830,The Top Dog Store,51.0963968,-114.0529401,3.1,"5010 4 St NE, Calgary",Calgary
1831,Petland Westhills,51.0144482,-114.1713304,3.9,"290 Stewart Green SW, Calgary",Calgary
1832,PAWS Dog Daycare,51.03834879999999,-114.0925439,4.5,"1313 16 Ave SW, Calgary",Calgary
1833,Four On The Floor,51.2907883,-113.9836041,4.6,"25 East Lake Cir NE, Airdrie",Airdrie
1834,Pet Valu,51.1857944,-114.4673998,4.4,"80 Bow St, Cochrane",Cochrane
1835,Pet Valu,51.2886338,-114.0145264,4.7,"505 Main St S, Airdrie",Airdrie
1836,Pet Valu,50.7035999,-113.9466403,4.2,"105 Southbank Blvd, Okotoks",Okotoks
1837,Pet Valu,51.2570107,-114.0233056,4.3,"401 Cooper's Blvd, Airdrie",Airdrie
1838,Pet Valu,50.57105199999999,-113.869076,4.5,"1225 1 St SE, High River",High River
1839,The Top Dog Store,51.0963968,-114.0529401,3.1,"5010 4 St NE, Calgary",Calgary
1840,Petland,50.9826273,-114.038882,3.8,"33 Heritage Meadows Way SE, Calgary",Calgary
1841,Westmount Animal Clinic,51.0524147,-114.0953604,4.6,"1609 Kensington Rd NW, Calgary",Calgary
1842,Woodlands Veterinary Hospital and Animal Dental Centre,50.940371,-114.120281,4.2,"202-, 2525 Woodview Dr SW, Calgary",Calgary
1843,Rascals Pet Supplies & Grooming Ltd,51.086186,-114.05103,4.7,"3804 Edmonton Trail NE, Calgary",Calgary
1844,Chow Bella Pet Health Store & Grooming Salon,50.73145359999999,-113.9513754,4.2,"Suite 100 - 235 Milligan Drive, Okotoks",Okotoks
1845,PAWSitively Natural Pet Food & Supplies,51.0340032,-114.0707963,4.6,"2100 4 St SW, Calgary",Calgary
1846,Optimal Pet Foods Britannia,51.0094293,-114.0824818,4.6,"815 49 Ave SW, Calgary",Calgary
1847,Pet Valu,50.9065436,-114.0644151,4.5,"70 Shawville Blvd SE, Calgary",Calgary
1848,Pet Valu,50.9747533,-114.0734825,4.4,"8835 Macleod Trail SW, Calgary",Calgary
1849,Pet Valu,50.9297102,-114.0298998,4.5,"1221 Canyon Meadows Dr SE, Calgary",Calgary
1850,Divine Doggies Spa & Boutique,51.059811,-114.2125529,3.7,"873 85 St SW #3005, Calgary",Calgary
1851,PAWS Dog Daycare,51.03834879999999,-114.0925439,4.5,"1313 16 Ave SW, Calgary",Calgary
1852,Pet Valu,50.9529516,-114.1170502,4.5,"11440 Braeside Dr SW, Calgary",Calgary
1853,Global Pet Foods Edgemont,51.1376443,-114.1596671,4.8,"106 - 5149 Country Hills Boulevard Northwest, Calgary",Calgary
1854,Bone & Biscuit - Pet Store + Dog Wash,50.705989,-113.971792,4.9,"201 Southridge Dr #331, Okotoks",Okotoks
1855,Pet Planet,50.7065723,-113.9757277,4.1,"200 Southridge Dr Unit 429, Okotoks",Okotoks
1856,Pet Planet Millrise,50.9139851,-114.071459,4.5,"3133 150 Millrise Blvd SW, Calgary",Calgary
1857,Pet Planet Glenmore Landing,50.9742796,-114.0977952,4.0,"1600 90 Ave SW Unit A130, Calgary",Calgary
1858,Pet Planet,51.0390367,-114.2077323,4.5,"306 Aspen Glen Landing SW Unit 128, Calgary",Calgary
1859,Pet Planet,50.8800296,-113.976315,4.5,"356 Cranston Rd SE, Unit 4032, Calgary",Calgary
1860,Bone & Biscuit,51.2924336,-114.0238986,4.7,"1102, 35 MacKenzie Way SW, Airdrie",Airdrie
1861,Bone & Biscuit,50.8981621,-113.9409517,4.7,"7 Mahogany Plaza SE #1330, Calgary",Calgary
1862,Bone & Biscuit,51.1877265,-114.4689409,5.0,"31 Bow St #7, Cochrane",Cochrane
1863,Global Pet Foods,50.90101,-114.0680292,4.7,"285 Shawville Blvd SE, Calgary",Calgary
1864,Bone & Biscuit,50.9329472,-113.967802,4.8,"4700 130 Ave SE #609, Calgary",Calgary
1865,Petland,50.9003097,-114.065317,4.0,"303 Shawville Blvd SE #580, Calgary",Calgary
1866,Petland,51.1622212,-114.0641597,3.8,"130 Country Village Rd NE #323, Calgary",Calgary
1867,Petland,50.93036379999999,-113.9627312,4.0,"4915 130 Ave SE #300, Calgary",Calgary
1868,Petland,50.9826273,-114.038882,3.8,"33 Heritage Meadows Way SE, Calgary",Calgary
1869,Invsible Fence of Western Canada,51.0840342,-114.0306697,0.0,"8A 3529 12 NE, Calgary",Calgary
1870,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland",Midland
1871,The Pampered Pet Boutique,32.0083015,-102.1401085,0.0,"2215 Midland Dr, Midland",Midland
1872,Bird & Branches,31.9997231,-102.1187425,0.0,"1015 N Midkiff Rd # B, Midland",Midland
1873,Tiny Designer,31.9389991,-102.0104998,2.0,"5608 S County Rd 1160, Midland",Midland
1874,Aquariums By Sissy,31.9488642,-102.0669327,3.0,"4100 TX-349, Midland",Midland
1875,All You Need Is Pets,31.9941728,-102.0986228,3.8,"110 Andrews Hwy, Midland",Midland
1876,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland",Midland
1877,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland",Midland
1878,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland",Midland
1879,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland",Midland
1880,Tuesday Morning,32.0398105,-102.1117558,4.4,"4610 N Garfield St, Midland",Midland
1881,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland",Midland
1882,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne",La Verne
1883,Petco,34.16462980000001,-118.5227222,4.3,"17919 Ventura Blvd, Encino",Encino
1884,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo",Mission Viejo
1885,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1886,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona",Corona
1887,Ask Ariel Your Pet Nutritionist,33.6590775,-117.6991694,4.9,"1 S Pointe Dr, Lake Forest",Lake Forest
1888,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange",Orange
1889,Green Dog Dental & Wellness,34.1489587,-118.4357809,4.7,"13907 Ventura Blvd #101, Sherman Oaks",Sherman Oaks
1890,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana",Santa Ana
1891,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel",Laguna Niguel
1892,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1893,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach",Huntington Beach
1894,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove",Garden Grove
1895,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach",Huntington Beach
1896,Kahoots Feed & Pet Store,33.9380668,-117.5437274,4.7,"1004 Sixth St, Norco",Norco
1897,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills",Chino Hills
1898,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano",San Juan Capistrano
1899,Pet Foods Market & Supplies,33.891918,-118.395513,4.6,"1816 N Sepulveda Blvd, Manhattan Beach",Manhattan Beach
1900,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne",La Verne
1901,Animal Lovers Pet Shop,33.8058724,-118.3582023,4.5,"24028 Vista Montana, Torrance",Torrance
1902,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1903,Dog Lovers,33.9907419,-118.3305499,3.8,"5700 Crenshaw Blvd, Los Angeles",Los Angeles
1904,The Urban Pet,34.0763114,-118.3538996,4.7,"7515 Beverly Blvd, Los Angeles",Los Angeles
1905,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach",Huntington Beach
1906,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange",Orange
1907,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach",Long Beach
1908,Pinnacle Pet Services,34.1170015,-118.1506226,0.0,"721 Fair Oaks Ave, South Pasadena",South Pasadena
1909,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo",Mission Viejo
1910,PetSmart,34.159705,-118.5069302,4.6,"17150 Ventura Blvd, Encino",Encino
1911,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona",Corona
1912,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana",Santa Ana
1913,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange",Orange
1914,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel",Laguna Niguel
1915,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne",La Verne
1916,Animal & Bird Veterinary Medical Center,33.926549,-117.557576,3.2,"3119 Hamner Ave, Norco",Norco
1917,"Pets R Us, Pet Grooming & Supplies",34.1604446,-118.2743521,3.5,"838 W Glenoaks Blvd, Glendale",Glendale
1918,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne",La Verne
1919,S F Pet Shop & Grooming,34.079626,-118.092806,0.0,"600 E Valley Blvd, San Gabriel",San Gabriel
1920,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach",Laguna Beach
1921,Katie's PET DEPOT,34.0415508,-118.4708828,4.3,"12423 Wilshire Blvd, Los Angeles",Los Angeles
1922,Peek-A-Dog Pet Grooming Adoptions,33.9591913,-118.2113411,4.4,"8452 State St, South Gate",South Gate
1923,Armando's Pets & Grooming,34.1400274,-117.9582202,4.5,"2155 E Huntington Dr, Duarte",Duarte
1924,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights",Rowland Heights
1925,Mike's Pet Store and pet grooming,33.974553,-118.2532615,3.7,"1224 Florence St, Los Angeles",Los Angeles
1926,Paws N Claws Grooming Salon,34.0479841,-118.5443769,4.8,"16634 Marquez Ave, Pacific Palisades",Pacific Palisades
1927,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine",Irvine
1928,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey",Downey
1929,Bark Williams,34.0201137,-118.4546141,4.7,"2901 Ocean Park Blvd #118, Santa Monica",Santa Monica
1930,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach",Laguna Beach
1931,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach",Long Beach
1932,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach",Huntington Beach
1933,MY MASTER'S BEST FRIEND-Pet Food&Supply Delivery-Downey Long Beach Santa Monica Los Angeles Near Me,33.952306,-118.344688,4.5,"4118, 903 S Prairie Ave ste 903, Inglewood",Inglewood
1934,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach",Long Beach
1935,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach",Huntington Beach
1936,Just Food For Dogs,33.8902107,-118.3963081,4.7,"1605 N Sepulveda Blvd, Manhattan Beach",Manhattan Beach
1937,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach",Huntington Beach
1938,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa",Costa Mesa
1939,Pet Mart,33.8635117,-118.3888634,4.4,"1054 Aviation Blvd, Hermosa Beach",Hermosa Beach
1940,Pet Foods Market & Supplies,33.891918,-118.395513,4.6,"1816 N Sepulveda Blvd, Manhattan Beach",Manhattan Beach
1941,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach",Newport Beach
1942,Pet Supply,33.65131,-117.9549833,4.8,"21425 Brookhurst St, Huntington Beach",Huntington Beach
1943,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill",Signal Hill
1944,Kriser's Natural Pet,33.866307,-118.3938349,4.6,"1559 Pacific Coast Hwy, Hermosa Beach",Hermosa Beach
1945,"Antonia & Frederico Pet Center - Pet Shop, Grooming, Day Care, Boarding, Veterinary",25.981657,-80.147241,5.0,"5645, 112 SE 3rd St, Hallandale Beach",Hallandale Beach
1946,Southeastern Veterinary Exprts,26.2118182,-80.16276549999999,1.0,"1441 SW 29th Ave, Pompano Beach",Pompano Beach
